From	To
ZNF346	23567
ZNF345	25850
RNF182	221687
RNF183	138065
YBX1	4904
SIRPB1	10326
KRT33A	3883
KRT33B	3884
ZNF343	79175
YBX2	51087
HPDL	84842
DDI2	84301
DDI1	414301
ZNF350	59348
IL4R	3566
SLC22A4	6583
SLC22A3	6581
SLC22A6	9356
SLC22A5	6584
SLC22A2	6582
ALS2CL	259173
OR5AN1	390195
SLC22A1	6580
MRPL2	51069
MRPL1	65008
MRPL4	51073
ZNF33A	7581
MRPL3	11222
SLC22A9	114571
ZC3H7A	29066
ZC3H7B	23264
SLC22A7	10864
SLC22A8	9376
ZNF337	26152
GBAP1	2630
MRPL9	65005
KLHDC1	122773
RNF175	285533
DGUOK	1716
IL6R	3570
KLHDC4	54758
ZNF333	84449
RNF170	81790
KLHDC2	23588
ZNF335	63925
ZNF334	55713
KLHDC3	116138
RNF180	285671
KLHDC9	126823
FMN1	342184
VSIG10L	147645
FMN2	56776
ZNF341	84905
MTRF1	9617
RIPK1	8737
LRMP	4033
ZNF33B	7582
AARS2	57505
FMOD	2331
KIAA1731	85459
ZNF367	195828
ZNF366	167465
ZNF365	22891
SF3B5	83443
IL7R	3575
SF3B4	10262
SF3B3	23450
SF3B2	10992
FMO4	2329
FMO5	2330
SF3B1	23451
SORBS3	10174
SORBS1	10580
SORBS2	8470
FMO1	2326
FMO2	2327
FMO3	2328
DHX15	1665
OR5AP2	338675
SERPINB10	5273
OR5B12	390191
SERPINB11	89778
DHX16	8449
SERPINB12	89777
SERPINB13	5275
PAPSS1	9061
PTX3	5806
PAPSS2	9060
ABCA13	154664
HPGDS	5730
HPGDS	27306
OR5B17	219965
ABCA12	26154
CWC25	54883
PTX4	390667
NBPF14	284565
NBPF14	149013
NBPF14	440670
NBPF14	25832
NBPF14	728912
NBPF14	728841
NBPF14	400818
NBPF14	200030
NBPF14	100132406
NBPF14	55672
NBPF14	440675
ABCA10	10349
NBPF15	284565
NBPF15	149013
NBPF15	440670
NBPF15	25832
NBPF15	728912
NBPF15	728841
NBPF15	400818
NBPF15	200030
NBPF15	100132406
NBPF15	55672
NBPF15	440675
NBPF10	284565
NBPF10	149013
NBPF10	440670
NBPF10	25832
NBPF10	728912
NBPF10	728841
NBPF10	400818
NBPF10	200030
NBPF10	100132406
NBPF10	55672
NBPF10	440675
RNF19A	25897
TMEM9	252839
CWC27	10283
NBPF11	284565
NBPF11	149013
NBPF11	440670
NBPF11	25832
NBPF11	728912
NBPF11	728841
NBPF11	400818
NBPF11	200030
NBPF11	100132406
NBPF11	55672
NBPF11	440675
TMEM5	10329
ANKHD1	54882
ANKHD1	404734
ANKHD1	8637
SF3A2	8175
ZNF358	140467
SF3A1	10291
SF3A3	10946
TMEM2	23670
DUSP5	1847
NRAS	4893
DUSP4	1846
DUSP3	1845
DUSP2	1844
LRP1	4035
NRAP	4892
DUSP1	1843
ZNF362	149076
RAB22A	57403
LRP6	4040
GK3P	2710
GK3P	2713
LRP8	7804
RNF19B	127544
LRP2	4036
CWC22	57703
LRP3	4037
HPGD	3248
SSNA1	8636
WBP11P1	441818
DUSP8	1850
LRP4	4038
DUSP7	1849
DUSP6	1848
LRP5	4041
CCIN	881
IL16	3603
SNORD109B	338429
IL18	3606
SNORD109A	338428
IL19	29949
IL13	3596
IL15	3600
IL10	3586
IL11	3589
ZNF304	57343
RNF141	50862
ZNF300	91975
ZNF302	55900
IL1B	3553
RNF149	284996
RNF148	378925
RNF146	81847
SAMD4A	23034
IL1A	3552
RNF145	153830
SAMD4B	55095
LOC283177	283177
BAIAP3	8938
SLC33A1	9197
BAIAP2	10458
IL27	246778
IL25	64806
NRD1	4898
IL26	55801
IL24	11009
CERCAM	51148
IL21	59067
RNASEH2A	10535
BICD2	23299
IL22	50616
RNASEH2B	79621
RNASEH2C	84153
BICD1	636
IL20	50604
RNF130	55819
RNF133	168433
EP300	2033
LRAT	9227
RNF139	11236
SMARCA5	8467
RNF138	51444
RNF135	84282
SMARCA2	6595
SMARCA4	6597
CCL1	6346
CCL3	6348
CCL2	6347
FOLH1B	219595
FN3K	64122
C11orf1	64776
LRBA	987
PTK7	5754
CCL8	6355
IL31	386653
IL32	9235
BICC1	80114
IL33	90865
IL34	146433
CCL5	6352
CCL4	6351
ZNF331	55422
CCL7	6354
ZNF330	27309
PTK2	5747
MIR194-1	406969
MIR194-2	406970
ZNF324	25799
RNF166	115992
SMARCB1	6598
ZNF326	284695
RNF165	494470
PTK6	5753
ZNF329	79673
RNF169	254225
RNF168	165918
RNF167	26001
CCM2	83605
LOC645513	645513
ZNF320	162967
OR5AC2	81050
TRAF3IP2	10758
EPS15	2060
LAMP1	3916
TRAF3IP1	26146
NRF1	4899
RNF151	146310
RNF150	57484
LAMP3	27074
ZNF311	282890
ZNF316	100131017
ZNF317	57693
RNF152	220441
SMARCC1	6599
DYRK1B	9149
DYRK1A	1859
SMARCC2	6601
TRAF3IP3	80342
RNF157	114804
ZNF318	24149
ZNF319	57567
SLC45A3	85414
NXPH3	11248
IGDCC4	57722
SLC45A2	51151
NXPH2	11249
NRG4	145957
IGDCC3	9543
NXPH4	11247
NRG3	10718
SLC45A4	57210
SLC45A1	50651
GABBR1	2550
GABBR2	9568
PTMA	5757
PTMA	441454
PTMA	5761
PTMA	728026
THADA	63892
OSR2	116039
KC6	641516
OSR1	130497
SPINT3	10816
RNF103	51652
RNF103	7844
SPINT2	10653
GRWD1	83743
LILRP2	79166
SPINT4	391253
DDA1	79016
NRG1	3084
NRG2	9542
NXPH1	30010
ATPAF2	91647
DDB1	1642
SPINT1	6692
SNORD73A	8944
KCP	375616
DDB2	1643
NRGN	4900
TM4SF1	4071
ATPAF1	64756
PTMS	5763
TM4SF4	7104
TM4SF5	9032
OSTC	58505
OSTC	646567
BRSK2	9024
BRSK1	84446
OSTN	344901
ARID2	196528
RNF125	54941
TMED6	146456
RNF126	55658
TMED7	51014
TMED7	353376
RNF123	63891
TMED4	222068
TMED5	50999
TMED2	10959
LRG1	116844
TMED3	23423
TMED1	11018
OST4	100128731
AMZ2P1	201283
RNF121	55298
EHD1	10938
EHD2	30846
RNF122	79845
EHD3	30845
EHD4	30844
SAMD12	401474
SAMD13	148418
CYCSP52	360155
SAMD10	140700
HIAT1	64645
SAMD11	148398
LOC115110	115110
SERHL	94009
SAMD14	201191
TMED9	54732
TMED8	283578
RNF112	7732
RNF114	55905
IQCF2	389123
HSP90B1	7184
RNF115	27246
IQCF1	132141
IQCF3	401067
IQCF6	440956
RNF111	54778
IQCF5	389124
CD52	1043
CCT2	10576
CCT3	7203
CD53	963
MEGF11	84465
KLHDC7B	113730
MEGF10	84466
KLHDC7A	127707
SCARNA1	677774
CD48	962
MYADML	151325
CD47	961
SCARNA3	677679
SCARNA2	677766
CD44	960
CD46	4179
RPL13P5	283345
FAM103A1	83640
LOC283214	283214
TXNL1	9352
GJD2	57369
GJD4	219770
GJD3	125111
CD3G	917
CD3D	915
CD3E	916
APOLD1	81575
RAD9B	144715
RAD9A	5883
CD40	958
CCR9	10803
CD38	952
CCR8	1237
CD37	951
CCR7	1236
C6orf195	154386
CD36	948
CCR6	81669
CCR6	1235
CCR5	1234
CCR4	1233
CD34	947
CD33	945
CCR3	1232
CCR2	729230
IQCB1	9657
MGC45800	90768
ERMP1	79956
POM121L12	285877
KEL	3792
PTPLAD1	51495
PTPLAD2	401494
CD70	970
CD72	971
NRN1	51299
CD74	972
SLC11A2	4891
QRSL1	55278
SLC11A1	6556
CD68	968
STX12	23673
STX19	415117
STX18	53407
CD69	969
STX17	55014
STX16	8675
STX11	8676
RAP1GAP2	23108
STX10	8677
IKZF5	64376
IKZF4	64375
IKZF3	22806
IKZF2	22807
IKZF1	10320
TP53BP2	7159
TP53BP1	7158
DDX1	1653
SCARNA6	677775
SCARNA6	677772
SCARNA7	677767
CD5L	922
SCARNA4	677771
RNF207	388591
C6orf165	154313
SCARNA5	677775
SCARNA5	677772
KLHDC8B	200942
AARSD1	80755
CD63	967
DDX5	1655
DDX4	54514
SCARNA8	677776
DDX6	1656
SCARNA9	619383
SCARNA9	100158262
KDR	3791
FAM90A1	55138
CCT7	10574
METTL12	751071
CCT5	22948
CD55	1604
METTL13	51603
MIR1289-2	100302134
CCT4	10575
METTL14	57721
RNF208	727800
PTCD3	55037
KLHDC8A	55220
PTCD2	79810
CD59	966
METTL10	399818
CD58	965
PTCD1	26024
CCT8	10694
CCT8	644131
HOPX	84525
CHAF1A	10036
CLTCL1	8218
CHAF1B	8208
ATXN8OS	6315
AHDC1	27245
NRP2	8828
GJA8	2703
JPH4	84502
GJA9	81025
JPH3	57338
NRP1	8829
JPH2	57158
NRON	641373
FLJ45974	401337
TSNAX	7257
SPINK2	6691
GJA1	2697
SPINK1	6690
SPINK4	27290
SPINK6	404203
GJA4	2701
GJA5	2702
PTEN	5728
PTEN	11191
SPINK5	11005
SPINK8	646424
SPINK7	84651
GJA3	2700
SPINK9	643394
PTER	9317
CCNY	219771
VWA1	64856
CCNO	10309
JPH1	56704
VWA2	340706
AASDH	132949
STX1A	6804
CCNK	8812
CTBP1	1487
CCNJ	54619
CTBP2	1488
CCNI	10983
CCNH	902
CCNF	899
CCNC	892
METTL2A	339175
METTL2B	55798
RAD52	5893
STX1B	112755
IQCA1	79781
RAD50	10111
RAD51	5888
PGPEP1L	145814
SERP2	387923
SERP1	27230
THAP8	199745
CXCL1	2919
THAP7	80764
PYCRL	65263
THAP9	79725
THAP4	51078
CXCL5	6374
THAP3	90326
CXCL3	2921
CCR1	1230
THAP6	152815
THAP5	168451
CXCL2	2920
CXCL9	4283
PTH2	113091
KIT	652799
KIT	653882
KIT	3815
CXCL6	6372
FAM120AOS	158293
GJC2	57165
SAMD9L	219285
GJC3	349149
KIN	22944
GJC1	10052
GPM6A	2823
TYW1	55253
VWC2	375567
CD22	933
THAP1	55145
POPDC2	64091
THAP2	83591
POPDC3	64208
CD27	939
CD28	940
GJB7	375519
HCLS1	3059
GJB3	2707
CD1C	911
CD1B	910
GJB4	127534
VWCE	220001
CD1A	909
GJB5	2709
GJB6	10804
CD1E	913
CD1D	912
GJB2	2706
KHK	3795
CD19	930
PTCH1	5727
PTCH2	8643
CD14	929
C6orf120	387263
NRTN	4902
F13A1	2162
RASGEF1B	153020
RASGEF1A	221002
RASGEF1C	255426
RAD21	5885
VWDE	221806
C6orf118	168090
ZNF724P	440519
OR5B21	219968
METTL7A	25840
METTL7B	196410
RALGAPA2	57186
PYCR1	5831
PYCR2	29920
RALGAPA1	253959
RIOK3	8780
KIAA1715	80856
RAD18	56852
C6orf106	64771
C6orf100	729583
OR5AR1	219493
RAD17	5884
FGFR2	2263
FGFR1	2260
FGFR4	2264
FGFR3	2261
ARFRP1	10139
KMO	8564
LMAN2	10960
UBE2QL1	134111
ROPN1	54763
RIOK1	83732
LMAN1	3998
RIOK2	55781
KLHDC10	23008
SPC24	147841
SPC25	57405
OR5AS1	219447
ANKIB1	54467
POM121L8P	29797
CYP19A1	1588
P4HB	5034
KLB	152831
ZNF876P	642280
PIP4K2A	5305
PIP4K2C	79837
PIP4K2B	8396
CDK19	23097
CDK17	5128
OSBP	5007
CDK18	5129
CD8A	925
CD8B	926
RP1L1	94137
C6orf163	206412
CXCR1	3577
C6orf164	63914
CXCR2	3579
ZZEF1	23140
DDR2	4921
CD97	976
CD96	10225
OR5AU1	390445
CXCR5	643
CD93	22918
CXCR4	7852
CXCR6	10663
CDK12	51755
CDK10	8558
CDK15	65061
CLINT1	9685
CDK14	5218
CDK13	8621
NRIP3	56675
ZC3H10	84872
IFLTD1	160492
LOC441242	441242
MRPS5	64969
MRPS6	64968
MRPS7	51081
LMBRD1	55788
LMBRD2	92255
MRPS2	51116
NRIP2	83714
NRIP1	8204
PANK4	55229
TYK2	7297
CD84	8832
DDR1	780
C6orf147	387097
CD83	9308
PANK2	80025
CD86	942
PANK3	79646
MRPS9	64965
CD80	941
CPAMD8	27151
PANK1	53354
CD82	3732
CD81	975
POM121L1P	25812
PCYOX1	51449
SGK494	124923
GLIS3	169792
GLIS2	84662
GLIS1	148979
TRIB3	57761
C6orf141	135398
NACAD	23148
TRIB2	28951
TRIB1	10221
DDTL	100037417
TYMS	7298
TYMP	1890
POM121L4P	646074
POM121L4P	266697
POM121L4P	727983
POM121L4P	728418
POM121L4P	651452
C6orf132	647024
C6orf136	221545
DYDC1	143241
BCAP29	55973
LOC441204	441204
DYDC2	84332
NACA2	342538
TXNIP	10628
NACC1	112939
NACC2	138151
SAP30BP	29115
C6orf123	26238
SNORD111B	692214
SNORD111B	100113402
HIBCH	26275
CDK20	23552
NUP210L	91181
KIAA1656	85371
LSM6	11157
CYP2D6	1565
LSM7	51690
HSD17B7P2	158160
CIAPIN1	728599
CIAPIN1	57019
GOLGA8B	23015
GOLGA8B	440270
FLI1	2313
HOTAIR	100124700
GOLGA8F	100132565
GOLGA8F	100132979
GOLGA8F	283768
GOLGA8F	653720
GOLGA8F	729786
GOLGA8G	100132565
GOLGA8G	100132979
GOLGA8G	283768
GOLGA8G	653720
GOLGA8G	729786
LSM5	23658
GIT2	9815
LSM4	25804
LSM3	647302
LSM3	27258
RPL23P8	222901
LSM2	57819
LSM1	27257
GOLGA8A	23015
GOLGA8A	440270
YARS	8565
CDHR1	92211
CDHR2	54825
SPAG1	6674
CDHR3	222256
CDHR4	389118
CDHR5	53841
CYP2E1	1571
MRM1	79922
CTDSPL2	51496
LOC100134368	100134368
SPAG9	9043
SPAG8	26206
SPAG7	9552
SPAG6	9576
SPAG5	10615
SPAG4	6676
ZZZ3	26009
FLII	2314
KIAA1671	85379
DBNDD1	79007
PUS3	83480
DBNDD2	55861
PUS1	80324
CYP2B6	1555
FLG2	388698
OTOR	56914
OTOS	150677
LOC441155	441155
PUS7	54517
RPL21P28	653156
RPL21P28	645174
RPL21P28	727821
RPL21P28	100133273
RPL21P28	653665
RPL21P28	6144
RPL21P28	728782
RPL21P28	440487
RPL21P28	642738
RPL21P28	440575
RPL21P28	389156
RPL21P28	100129685
RPL21P28	388621
RPL21P28	731688
RPL21P28	728693
RPL21P28	100131205
RPL21P28	653737
RPL21P28	653079
RPL21P28	387753
RPL21P28	388532
RPL21P28	100131672
RPL21P28	100129141
RPL21P28	729402
RPL21P28	729208
NPHP3	27031
NPHP3	84129
GOLGA6D	653641
GOLGA6D	645752
GOLGA6D	653643
GOLGA6D	342096
NPHP4	261734
GOLGA6B	55889
GOLGA6C	653641
GOLGA6C	645752
GOLGA6C	653643
GOLGA6C	342096
GOLGA6A	653641
GOLGA6A	645752
GOLGA6A	653643
GOLGA6A	342096
PTCRA	171558
LOC284454	284454
KIAA1683	80726
NPHP1	4867
GIT1	28964
CYP2C9	1559
CYP2C8	1558
ZNF497	162968
GOLGA7B	401647
LOC494141	494141
KCNK17	89822
KCNK16	83795
ZNF488	118738
ZNF487	642819
KCNK15	60598
ZNF486	90649
USH1G	124590
KCNK18	338567
UNC93A	54346
FLJ41278	400046
KIAA1614	57710
KCNK13	56659
KCNK12	56660
KCNK10	54207
FBXL19	54620
SLC23A1	9963
DLEU7	220107
KRT42P	284116
SLC23A3	151295
DLEU1	10301
SLC23A2	9962
LOC100134317	100134317
DLEU2	79469
DLEU2	8847
ZNF491	126069
FBXL12	54850
ZNF492	81851
ZNF492	57615
ZNF492	148198
ZNF492	100130108
FBXL13	222235
ZNF490	57474
FBXL14	144699
FBXL15	79176
FBXL16	146330
ZNF496	84838
FBXL17	64839
USH2A	7399
ZNF493	284443
FBXL18	80028
CDC7	8317
FMNL1	752
MRI1	84245
FMNL2	114793
SYMPK	8189
CDC6	990
EXOSC8	11340
FMNL3	91010
EXOSC9	5393
EXOSC6	118460
FBXL21	26223
FBXL20	84961
EXOSC7	23016
ZNF479	90827
ZNF479	100170646
EXOSC4	54512
EXOSC5	56915
EXOSC2	23404
EXOSC3	51010
EXOSC1	51013
FLNC	2318
CSN1S1	1446
FLNB	2317
ZFR2	23217
OTOF	9381
GIPR	2696
OTOG	340990
USH1C	10083
ZNF480	147657
FBXL22	283807
RAPGEFL1	51195
OTOA	146183
NSD1	64324
ZNF483	158399
ZNF484	83744
ZNF485	220992
ZNF469	84627
CYP2F1	1572
ZNF468	90333
ZNF467	168544
POM121L9P	29774
MREG	55686
GIN1	54826
GLIPR2	152007
CRISPLD1	83690
CRISPLD2	83716
LOC284412	284412
GLIPR1	11010
RAB11B	9230
WIPF2	147179
ZNF473	25888
RAB11A	8766
ZNF474	133923
WIPF3	644150
ZNF471	57573
WIPF1	7456
ZNF470	388566
NSA2	10412
NSA2	100132658
NSA2	400061
ZNF454	285676
ZFP1	162239
KIAA1644	85352
ZFP3	124961
ZFP2	80108
LSP1	4046
ZG16	653808
NPHS2	7827
NPHS1	4868
ZNF460	10794
ZNF461	92283
ZNF462	58499
SLC44A1	23446
GNPDA1	10007
SLC44A2	57153
GNPDA2	132789
SLC44A3	126969
SLC44A4	80736
SLC44A5	204962
ZNF451	26036
SNORD83B	116938
SNORD83B	116937
SNORD83A	116938
SNORD83A	116937
EBNA1BP2	10969
DPY30	84661
CDNF	441549
B3GALNT1	8706
B3GALNT2	148789
ZNF442	79973
PUM1	9698
ZNF443	10224
ZNF444	55311
PUM2	23369
ZNF445	353274
ZNF446	55663
EGFR	1956
ZNF441	126068
ZNF440	126070
LOC645638	645638
SLC34A1	6569
FMO9P	116123
TMSB10	9168
CDO1	1036
FLJ42351	400999
SLC34A3	142680
SLC34A2	10568
LOC729041	729041
PA2G4	647033
PA2G4	5036
ZNF439	90594
ZNF433	163059
ZNF431	170959
ZNF432	9668
ZNF438	220929
LRPPRC	10128
EP400	57634
ZNF436	80818
ZNF430	80264
CCRN4L	25819
PANX1	24145
MRAP	56246
PANX2	56666
TNFRSF12A	51330
MRAS	22808
DCDC2C	767840
DCDC2B	149069
PANX3	116337
CX3CL1	6376
SESN2	83667
PYDC1	260434
SESN1	27244
AZI2	64343
SESN3	143686
PYDC2	152138
ZNF428	126299
ZNF429	353088
SFTA3	253970
ZNF425	155054
SFTA2	389376
ZNF426	79088
ZNF420	147923
ZNF423	23090
MRC1	4360
OVGP1	5016
MRC2	9902
TNFRSF13B	23495
TNFRSF13C	115650
LMCD1	29995
WIPI2	26100
WIPI1	55062
LAT	27040
ZNF419	79744
ZNF417	147687
CDKN2AIP	55602
ZNF418	147686
ZNF415	55786
ZNF416	55659
RHBDL1	9028
RHBDL2	54933
RHBDL3	162494
ZNF414	84330
PABPC1L	80336
ZNF410	57862
DEDD	9191
YLPM1	56252
DICER1	23405
PABPC4L	132430
LBH	81606
ZNF404	342908
LOC100134391	100134391
SNORD88A	692204
SNORD88A	692203
SNORD88A	692202
ZNF407	55628
CDK5RAP3	80279
RPL21P44	402176
CDK5RAP2	55755
ZNF408	79797
YAP1	10413
LBP	3929
CDK5RAP1	51654
LBR	3930
SNORD88C	692204
SNORD88C	692203
SNORD88C	692202
SNORD88B	692204
SNORD88B	692203
SNORD88B	692202
KNG1	3827
CDK1	983
PURG	29942
FLJ42393	401105
OTX1	5013
OTX2	5015
CDK8	1024
CDK9	1025
CDK6	1021
CDK7	1022
CDK4	1019
CDK5	1020
PURB	5814
CDK2	1017
PURA	5813
CDK3	1018
DEF6	50619
NSL1	25936
DEF8	54849
LCK	3932
CYP2A6	1548
CYP2A7	1549
LOC729080	729080
LOC729080	2653
LOC729080	730107
LOC729080	654085
LCT	3938
APH1A	51107
KNCN	148930
APH1B	83464
CDH1	999
CDH2	1000
DEC1	50514
CDH3	1001
PRDM16	63976
CDH4	1002
CDH5	1003
CDH6	1004
PRDM13	59336
CDH8	1006
CDH7	1005
PRDM12	59335
PRDM15	63977
CDH9	1007
PRDM14	63978
PRDM11	56981
PRDM10	56980
LSG1	55341
TYW1B	441250
RPS10P7	376693
RPS10P7	401817
RPS10P7	6204
RPS10P7	728791
RPS10P7	646785
RPS10P7	391833
FLT1	2321
SLC12A1	6557
SLC12A2	6558
SLC12A3	6559
FLT3	2322
SLC12A4	6560
FLT4	2324
SLC12A5	57468
RDH12	145226
LEP	3952
LMBR1L	55716
RDH11	51109
RDH10	157506
SEPT7P2	641977
H2AFY2	55506
FMO6P	388714
RDH16	8608
AQP7P1	375719
FLJ41200	401492
RDH14	93034
RDH14	57665
RDH13	112724
ATP1B1	481
CDX1	1044
CDX2	1045
ATP1B3	483
ATP1B2	482
CHMP5	51510
CHMP6	79643
PITPNA	5306
CHMP7	91782
PITPNB	23760
SPDYE3	441272
SPDYE4	388333
SPDYE5	285955
SPDYE5	729597
SPDYE5	442572
SPDYE5	442609
SPDYE5	442590
LOC100188947	100188947
SPDYE6	285955
SPDYE6	729597
SPDYE6	442572
SPDYE6	442609
SPDYE6	442590
FAM92B	339145
PRIM1	5557
LILRA1	11024
LILRA2	11027
LILRA3	11026
LILRA4	23547
PRIM2	5558
LILRA5	353514
LILRA6	79168
SUPT5H	6829
SLC12A6	9990
SLC12A7	10723
SLC12A8	84561
SLC12A9	56996
ZC3HC1	51530
LILRB1	10859
MIR517C	574492
LILRB2	10288
MIR517A	574479
MIR517B	574483
LILRB5	10990
LILRB3	11025
ASPHD2	57168
LILRB4	11006
CX3CR1	1524
ASPHD1	253982
SUPT6H	6830
CDV3	55573
SUMO1P3	474338
SUMO1P3	7341
TXN2	25828
NOC3L	64318
ADRBK2	157
ADRBK1	156
DEXI	28955
LIF	3976
HNMT	3176
MIR518B	574474
MIR518C	574477
MIR518D	574489
MIR518E	574487
TCTN3	26123
TCTN1	79600
SUPT7L	9913
SUMO1P1	391257
TCTN2	79867
RFPL1S	10740
NOC4L	79050
IL1F10	84639
MIR518F	574472
SPDYE2	441273
MIR519B	574469
SPDYE1	285955
SPDYE1	729597
SPDYE1	442572
SPDYE1	442609
SPDYE1	442590
MIR519E	574463
MIR519C	574466
MIR519D	574480
PRKRIR	5612
LHB	3972
FAM91A1	157769
DLEC1	9940
FAM96B	51647
FAM96A	84191
CDSN	1041
CDT1	81620
CDS2	8760
ZYG11B	79699
TNFRSF11B	4982
TNFRSF11A	8792
ZYG11A	440590
NT5M	56953
NOBOX	135935
ZFAT	57623
NT5E	4907
NT5C	30833
RFPL4A	342931
RFPL4A	729974
RFPL4B	442247
LTBR	4055
CDS1	1040
SLIT1	6585
RFPL3S	10737
SLIT2	9353
NOC2L	26155
SLIT3	6586
TNFRSF10A	8797
CTNNBIP1	56998
LYZL1	84569
SNORD91B	692208
SNORD91B	692207
LYZL2	119180
TNFRSF10C	8794
TNFRSF10B	8795
CDR2	1039
TNFRSF10D	8793
LYZL6	57151
LYZL4	131375
SNORD91A	692208
SNORD91A	692207
SRCAP	10847
FAM98B	283742
FAM98A	25940
FAM98C	147965
STARD10	10809
STARD13	90627
HEPN1	220296
HEPN1	641654
HSP90AB4P	664618
VWC2L	402117
MIR199A1	406976
TRHDE	29953
NXNL2	158046
MIR199A2	406977
NXNL1	115861
FAM99B	387742
FAM99B	100132464
ATP1A3	478
ATP1A4	480
ATP1A1	476
ILF3	3609
ATP1A2	477
ILF2	3608
YAF2	10138
CDON	50937
FAM99A	387742
FAM99A	100132464
FGF19	9965
LOR	4014
FGF18	8817
MALAT1	378938
ZC3HAV1	56829
FGF14	2259
LRTM1	57408
FGF17	8822
LRTM2	654429
FGF11	2256
FGF10	2255
FGF12	2257
LPA	4018
TIAM2	26230
TIAM1	7074
DERA	51071
LOX	4015
NEGR1	257194
FUT11	170384
FUT10	84750
GTF2IRD2	84163
FGF23	8074
FGF22	27006
FGF21	26291
FGF20	26281
GTF2IRD1	9569
TIAL1	7073
RIPK3	11035
RIPK2	8767
RIPK4	54101
DERL2	51009
LMBR1	64327
DERL1	79139
LST1	7940
DEFB4B	728454
DEFB4A	1673
DERL3	91319
MRS2	57380
CTGLF12P	414224
SFTPD	6441
SFTPC	6440
SPAM1	6677
SFTPB	6439
GABARAPL3	23766
GABARAPL3	23710
LPL	4023
GABARAPL2	11345
LPO	4025
GABARAPL1	23766
GABARAPL1	23710
LPP	4026
DENR	8562
MRRF	92399
TXNDC12	51060
TXNDC11	51061
TXNDC17	84817
TXNDC16	57544
TXNDC15	79770
AHCYL1	10768
AHCYL2	23382
LSS	4047
DPY19L4	286148
DPY19L3	147991
DPY19L2	283417
DPY19L1	100133317
DPY19L1	23333
LSR	51599
LTF	4057
LTB	4050
LTA	4049
EGR1	1958
LOC284395	284395
EGR3	1960
EGR2	1959
MIR124-2	406908
MIR124-3	406909
EGR4	1961
MIR124-1	406907
OSGEPL1	64172
DAPK2	23604
DAPK3	1613
DAPK1	1612
KHSRP	8570
ICOSLG	23308
SPAST	6683
SUPT3H	8464
LUM	4060
ECHS1	1892
UGT3A1	133688
GATSL3	652968
UGT3A2	167127
CDYL	9425
MUS81	80198
LOC284379	284379
EGOT	100126791
LTK	4058
LACTBL1	646262
CPPED1	55313
ATXN7L1	222255
SPARC	6678
ISOC1	51015
ISOC2	79763
ATXN7L3	56970
ATXN7L2	127002
DET1	55070
TIAF1	9220
TCP11L2	255394
TCP11L1	55346
LOC441081	441081
RPL22L1	200916
TMEM143	55260
TMEM141	85014
TMEM141	84960
TMEM140	55281
CDH22	64405
TMEM147	10430
CDH20	28316
TMEM144	55314
SH3YL1	26751
TMEM145	284339
SNORD58B	26791
SNORD58B	100124516
SNORD58B	619491
SNORD58B	26790
SNORD58A	26791
SNORD58A	100124516
SNORD58A	619491
SNORD58A	26790
SNORD58C	26791
SNORD58C	100124516
SNORD58C	619491
SNORD58C	26790
ZNF107	51427
TMEM14B	81853
TMEM14B	645203
CDH26	60437
TMEM14C	51522
CDH24	64403
TMEM14A	28978
CDH23	64072
ZNF101	94039
ZNF100	163227
NODAL	4838
MTPAP	55149
KRTAP10-3	386682
KRTAP10-2	386679
KRTAP10-5	386680
KRTAP10-4	386672
KRTAP10-7	386675
TMEM130	222865
KRTAP10-6	386674
GLTP	645312
GLTP	51228
KRTAP10-9	386676
KRTAP10-8	386681
TMEM131	23505
KIAA1522	57648
TMEM133	83935
TMEM134	80194
GLUL	2752
TMEM135	65084
TMEM136	219902
TMEM138	51524
TMPRSS11D	9407
RYR3	6263
TMPRSS11E	28983
TMEM139	135932
KIAA1524	57650
TMPRSS11F	389208
RYR1	6261
RYR2	6262
TMPRSS11A	339967
TMPRSS11B	132724
CHORDC1	727896
CHORDC1	26973
RAD23B	5887
MOB2	81532
ZNF132	7691
ZNF133	7692
RAD23A	5886
CHCHD1	118487
ZNF131	7690
CHCHD3	54927
TMEM121	80757
ZSCAN5A	79149
CHCHD2	645317
CHCHD2	728324
CHCHD2	51142
ZCRB1	85437
CHCHD5	84269
BCL2L2	599
CHCHD4	131474
BCL2L1	598
CHCHD7	79145
PDSS1	23590
CHCHD6	84303
PDSS2	57107
ZSCAN5B	342933
TMEM128	85013
LOC407835	5605
LOC407835	407835
KRTAP10-1	386677
TMEM129	92305
TMEM127	55654
TMEM125	128218
TMEM123	114908
RCCD1	91433
CASZ1	54897
OBSL1	23363
ZNF124	7678
NTF4	4909
ARGFX	503582
NTF3	4908
MOBP	4336
ZNF121	7675
TMEM110	375346
TMEM110	389125
MARCH10	162333
EMILIN2	84034
EMILIN3	90187
MARCH11	441061
EMILIN1	11117
TMEM115	11070
TMEM116	89894
TMEM117	84216
CYP17A1	1586
SNORD59B	692090
SNORD59B	26789
KRTAP4-12	83755
KRTAP4-11	81871
KRTAP4-11	728224
KRTAP4-11	653240
KRTAP4-11	100132476
TMEM114	283953
ZNF114	163071
MAB21L1	4081
SNORD59A	692090
SNORD59A	26789
ZNF117	51351
TMEM119	338773
MAB21L2	10586
CACHD1	57685
SLC20A1	6574
SLC20A2	6575
LXN	56925
ZNF155	7711
ZNF154	7710
SFTA1P	207107
LY9	4063
TMEM109	79073
TMEM108	66000
ZNF148	7707
